Accession,Organism_Name,Species,Genotype,Isolate,Segment,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
MH887796,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0160-KOGI-2018,S,3303,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-02-06,2018-10-24,ssRNA(+/-)
MH887797,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0103-EDO-2017,S,3396,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2017-11-29,2018-10-24,ssRNA(+/-)
MH887798,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0199.2-EDO-2018,S,3265,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-02-25,2018-10-24,ssRNA(+/-)
MH887799,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0165-EBONYI-2018,S,3337,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-02-10,2018-10-24,ssRNA(+/-)
MH887800,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0082-EDO-2017,S,3382,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2017-06-07,2018-10-24,ssRNA(+/-)
MH887801,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0083-ONDO-2017,S,3392,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2017-06-13,2018-10-24,ssRNA(+/-)
MH887802,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0192.2-ONDO-2018,S,3355,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-02-28,2018-10-24,ssRNA(+/-)
MH887803,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0207-ONDO-2018,S,3380,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-02-28,2018-10-24,ssRNA(+/-)
MH887804,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0123-ONDO-2018,S,3361,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-01-12,2018-10-24,ssRNA(+/-)
MH887805,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0117-ONDO-2018,S,3378,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-01-07,2018-10-24,ssRNA(+/-)
MH887806,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0188-ONDO-2018,S,3392,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-02-14,2018-10-24,ssRNA(+/-)
MH887807,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0173-EDO-2018,S,3390,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-02-12,2018-10-24,ssRNA(+/-)
MH887808,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0088-EDO-2017,S,3377,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2017-06-27,2018-10-24,ssRNA(+/-)
MH887809,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0142-IMO-2018,S,3243,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-01-19,2018-10-24,ssRNA(+/-)
MH887810,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0149-KOGI-2018,S,3290,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-01-30,2018-10-24,ssRNA(+/-)
MH887811,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0084-EDO-2017,S,3336,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2017-06-16,2018-10-24,ssRNA(+/-)
MH887812,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0184-ONDO-2018,S,3200,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-02-13,2018-10-24,ssRNA(+/-)
MH887813,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0199-EDO-2018,S,3259,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-02-20,2018-10-24,ssRNA(+/-)
MH887814,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0176-EDO-2018,S,3206,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-02-12,2018-10-24,ssRNA(+/-)
MH887815,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0133-EDO-2018,S,3386,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-01-16,2018-10-24,ssRNA(+/-)
MH887816,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0130-EDO-2018,S,3301,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-01-15,2018-10-24,ssRNA(+/-)
MH887817,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0073-EDO-2017,S,3323,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2017-03-07,2018-10-24,ssRNA(+/-)
MH887818,Mammarenavirus lassaense,Mammarenavirus lassaense,,H.sapiens-wt/NGA/2018/LASV0159-KOGI-2018,S,3392,partial,Nigeria,Nigeria,Homo sapiens,blood,"Siddle,K.J., Eromon,P., Barnes,K.G., Mehta,S., Oguzie,J.U., Odia,I., Schaffner,S.F., Winnicki,S.M., Shah,R.R., Qu,J., Wohl,S., Brehio,P., Iruolagbe,C., Aiyepada,J., Uyigue,E., Akhilomen,P., Okonofua,G., Ye,S., Kayode,T., Ajogbasile,F., Uwanibe,J., Gaye,A., Momoh,M., Chak,B., Kotliar,D., Carter,A., Gladden-Young,A., Freije,C.A., Omoregie,O., Osiemi,B., Muoebonam,E.B., Airende,M., Enigbe,R., Ebo,B., Nosamiefan,I., Oluniyi,P., Nekoui,M., Ogbaini-Emovon,E., Garry,R.F., Andersen,K.G., Park,D.J., Yozwiak,N.L., Akpede,G., Ihekweazu,C., Tomori,O., Okogbenin,S., Folarin,O.A., Okokhere,P.O., MacInnis,B.L., Sabeti,P.C., Happi,C.T., Winnicki,S., Shah,R., Yozwiak,N., Adebayo,A., Birren,B.W., Folarin,O., Okokhere,P.",2018-02-06,2018-10-24,ssRNA(+/-)
