strain	date	abbr_authors	s_lineage	sub_lineage	gpc_lineage	genbank_accession	author	accession	host	country	division
H.sapiens-wt/NGA/2018/LASV0149-KOGI-2018	2018-01-30	Siddle et al.	LII		LII	MH887810	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887810	Homo sapiens	Nigeria	
LASV/H.sapiens-tc/NGA/2016/IRR_022	2016-02-20	Ehichioya et al.	LII	2g4	LII	MK107955	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107955	Homo sapiens	Nigeria	Kogi
Lassa virus/H.sapiens-wt/NGA/2018/ISTH_1381	2018-02-23	Odia et al.	LII		LII	MH157041	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH157041	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_141	2018-02-23	Kafetzopoulou et al.	LII	2g4	LII	MK118038	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118038	Homo sapiens	Nigeria	Kogi
H.sapiens-wt/NGA/2018/LASV0138-KOGI-2018	2018-01-17	Siddle et al.	LII		LII	MH887765	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887765	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_022	2018-01-17	Kafetzopoulou et al.	LII	2g4	LII	MK117968	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117968	Homo sapiens	Nigeria	Kogi
ISTH2037-NIG-2012	2012-12-31 (2012-02-12 - 2012-12-31)	Andersen et al.	LII		LII	KM821961	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821961	Homo sapiens	Nigeria	
LASV239-NIG-2010	2010-01-01 (2010-01-01 - 2010-11-22)	Andersen et al.	LII		LII	KM822031	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822031	Homo sapiens	Nigeria	
LASV049-NIG-2009	2009-12-31 (2009-02-14 - 2009-12-31)	Andersen et al.	LII		LII	KM822012	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822012	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0075-EDO-2017	2017-03-15	Siddle et al.	LII		LII	MH887763	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887763	Homo sapiens	Nigeria	
ISTH1069-NIG-2011	2011-12-31 (2011-02-07 - 2011-12-31)	Andersen et al.	LII		LII	KM821937	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821937	Homo sapiens	Nigeria	
LASV736-NIG-2009	2009-12-31 (2009-02-15 - 2009-12-31)	Andersen et al.	LII		LII	KM822063	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822063	Homo sapiens	Nigeria	
LASV246-NIG-2010	2010-04-04 (2010-01-01 - 2010-12-31)	Andersen et al.	LII		LII	KM822039	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822039	Homo sapiens	Nigeria	
ISTH2304-NIG-2012	2012-01-01 (2012-01-01 - 2012-11-21)	Andersen et al.	LII		LII	KM821988	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821988	Homo sapiens	Nigeria	
ISTH1129-NIG-2012	2012-12-31 (2012-02-12 - 2012-12-31)	Andersen et al.	LII		LII	KM821947	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821947	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0068-ONDO-2017	2017-01-26	Siddle et al.	LII		LII	MH887888	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887888	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0096-ONDO-2017	2017-09-18	Siddle et al.	LII		LII	MH887758	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887758	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_126_I	2018-02-28	Kafetzopoulou et al.	LII		LII	MK117864	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117864	Homo sapiens	Nigeria	Ondo
H.sapiens-wt/NGA/2018/LASV0207-ONDO-2018	2018-02-28	Siddle et al.	LII		LII	MH887803	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887803	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_126	2018-02-28	Kafetzopoulou et al.	LII	2g3	LII	MK118030	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118030	Homo sapiens	Nigeria	Ondo
Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0682	2015-11-06	Odia et al.	LII		LII	MH053559	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053559	Homo sapiens	Nigeria	
LASV/H.sapiens-tc/NGA/2015/IRR_012	2015-11-06	Ehichioya et al.	LII	2g3	LII	MK107916	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107916	Homo sapiens	Nigeria	Ondo
LASV/H.sapiens-tc/NGA/2011/IRR_001	2011-08-02	Ehichioya et al.	LII	2g3	LII	MK107897	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107897	Homo sapiens	Nigeria	Ondo
OWO-2395	2019-05-19	Adesina et al.	LII		LII	OQ556992	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556992	Mastomys natalensis	Nigeria	Ondo
IFO-1729	2015-10-23	Adesina et al.	LII		LII	OQ556973	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556973	Mastomys natalensis	Nigeria	Ondo
IFO-1704	2015-10-22	Adesina et al.	LII		LII	OQ556972	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556972	Mastomys natalensis	Nigeria	Ondo
OKE-1634	2015-10-20	Adesina et al.	LII		LII	OQ556942	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556942	Mastomys natalensis	Nigeria	Ondo
OKE-1627	2015-10-19	Adesina et al.	LII		LII	OQ556941	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556941	Mastomys natalensis	Nigeria	Ondo
OKE-1622	2015-10-19	Adesina et al.	LII		LII	OQ556940	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556940	Mastomys natalensis	Nigeria	Ondo
H.sapiens-wt/NGA/2018/LASV0108-ONDO-2017	2017-12-17	Siddle et al.	LII		LII	MH887848	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887848	Homo sapiens	Nigeria	
LASV/H.sapiens-tc/NGA/2015/IRR_006	2015-02-22	Ehichioya et al.	LII	2g3	LII	MK107950	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107950	Homo sapiens	Nigeria	Ondo
LASV/H.sapiens-tc/NGA/2014/IRR_012	2014-08-10	Ehichioya et al.	LII	2g3	LII	MK107909	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107909	Homo sapiens	Nigeria	Ondo
LASV006-NIG-2008	2008-01-13 (2008-01-01 - 2008-12-31)	Andersen et al.	LII		LII	KM822002	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822002	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0160-KOGI-2018	2018-02-06	Siddle et al.	LII		LII	MH887796	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887796	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0144-ONDO-2018	2018-01-23	Siddle et al.	LII		LII	MH887764	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887764	Homo sapiens	Nigeria	
ISTH1111-NIG-2011	2011-12-31 (2011-02-07 - 2011-12-31)	Andersen et al.	LII		LII	KM821943	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821943	Homo sapiens	Nigeria	
